column_id, column_flow
1,0.000000
2,0.000000
3,0.093056
4,0.000000
5,0.000000
6,4.000358
7,4.000108
8,4.000085
9,0.000000
10,3.274795
11,4.000756
12,0.000000
13,1.114215
14,3.999555
15,0.000000
16,0.000000
17,0.120863
18,3.913628
19,0.510145
20,0.000000
21,1.009942
22,0.860485
23,3.596085
24,3.198983
25,0.000000
26,0.000000
27,2.073581
28,0.000000
29,0.000000
30,0.000000
31,0.979937
32,0.000000
33,3.829616
34,0.000000
35,0.852856
36,0.091079
37,2.813005
38,4.009545
39,4.024408
40,4.028131
41,3.999891
42,0.173238
43,0.000000
44,0.000000
45,0.000000
46,4.000367
47,0.000000
48,4.219358
49,0.000000
50,4.000425
51,0.000000
52,2.926299
53,0.000000
54,4.237047
55,4.190946
56,0.000000
57,4.038344
58,2.118203
59,0.000000
60,1.046596
61,4.001301
62,0.000000
63,3.999863
64,3.999832
65,4.005831
66,1.763721
67,0.707144
68,0.000000
69,0.000000
70,0.000000
71,3.555910
72,2.516483
73,0.000000
74,4.000587
75,0.000000
76,0.000000
77,0.725729
78,3.999519
79,4.000421
80,1.224530
81,4.151972
82,0.000000
83,0.000000
84,3.907169
85,4.000430
86,4.221817
87,4.203356
88,4.002777
89,2.712032
90,4.000203
91,0.000000
92,4.192502
93,0.000000
94,0.000000
95,0.400021
96,0.000000
97,4.044614
98,2.659955
99,2.202511
100,2.384646
101,3.604883
102,0.732384
103,4.225128
104,1.159693
105,4.015910
106,0.966654
107,2.547547
108,1.380316
109,1.139401
110,0.407847
111,0.000000
112,1.009759
113,1.254955
114,4.152883
115,0.000000
116,4.401893
117,0.000000
118,4.279299
119,4.373184
120,4.227985
121,4.288210
122,4.247403
123,4.000964
124,1.073613
125,0.087180
126,0.000000
127,2.885848
128,0.444382
129,3.999888
130,4.000077
131,0.000000
132,0.000000
133,3.999954
134,4.000647
135,3.492492
136,1.483926
137,3.879687
138,3.143956
139,2.994805
140,0.405496
141,3.999856
142,4.005849
143,1.927506
144,3.025966
145,4.007691
146,0.802409
147,4.227409
148,4.009669
149,4.245847
150,3.158523
151,0.172212
152,4.175616
153,4.076923
154,1.954775
155,1.357999
156,0.000000
157,3.910340
158,3.822062
159,1.549891
160,4.346792
161,4.160176
162,4.305219
163,4.012243
164,4.396496
165,3.999984
166,4.263663
167,4.000968
168,4.236442
169,4.215084
170,4.008613
171,0.000000
172,3.995439
173,4.271722
174,4.000632
175,4.335311
176,4.014051
177,4.372164
178,4.274658
179,4.375865
180,4.247482
181,3.905896
182,4.065208
183,4.233102
184,0.000000
185,1.891580
186,4.330819
187,3.030204
188,2.236352
189,0.480760
190,0.000000
191,2.450687
192,0.000000
193,4.000335
194,4.000204
195,4.020341
196,4.236390
197,0.000000
198,0.000000
199,0.000000
200,0.000000
201,2.776366
202,4.348342
203,4.000133
204,0.000000
205,4.154062
206,4.299831
207,0.000000
208,1.544530
209,0.000000
210,4.003549
211,4.215020
212,4.016680
213,4.281780
214,3.780366
215,4.180299
216,0.733084
217,4.268810
218,3.336421
219,1.812944
220,1.806919
221,4.219044
222,4.234458
223,2.857285
224,4.376584
225,3.531709
226,3.060614
227,2.844428
228,4.001493
229,4.273436
230,4.265962
231,4.157311
232,3.005596
233,4.271636
234,4.370897
235,4.346530
236,4.054860
237,4.233514
238,4.374241
239,4.372217
240,2.864708
241,4.264732
242,3.999152
243,0.000000
244,0.000000
245,0.000000
246,0.000000
247,4.000380
248,0.000000
249,1.491889
250,4.000241
251,0.667005
252,0.000000
253,1.152279
254,0.000000
255,2.689757
256,3.556947
257,0.000000
258,0.731030
259,3.985491
260,0.000000
261,2.469947
262,0.000000
263,2.696230
264,0.000000
265,0.831885
266,0.000000
267,0.000000
268,4.008844
269,3.996972
270,3.995063
271,2.861002
272,4.000390
273,4.000009
274,0.000000
275,3.996510
276,2.649082
277,1.310802
278,0.000000
279,4.007442
280,4.029211
281,4.004359
282,3.997472
283,4.013107
284,4.000113
285,4.007767
286,4.000361
287,3.999857
288,1.556709
289,2.433307
290,0.000000
291,4.000701
292,0.000000
293,0.000000
294,0.000000
295,4.002544
296,4.011031
297,4.006057
298,4.004633
299,4.000941
300,4.027352
301,4.020495
302,3.984416
303,4.000996
304,4.000381
305,0.573223
306,3.995149
307,0.000000
308,0.000000
309,0.000000
310,0.000000
311,1.722534
312,4.000898
313,0.000000
314,4.005013
315,0.000000
316,1.309921
317,4.000152
318,3.999941
319,3.878564
320,4.001532
321,3.336279
322,0.122453
323,2.207545
324,0.000000
325,2.848022
326,0.000000
327,0.000000
328,4.005854
329,0.840705
330,4.002532
331,0.442765
332,1.909541
333,4.003723
334,0.373934
335,1.189676
336,4.011308
337,4.006187
338,1.456224
339,3.994260
340,3.296547
341,3.988930
342,2.745992
343,4.008406
344,4.005316
345,4.004772
346,4.003891
347,0.000000
348,4.001831
349,4.009037
350,4.008984
351,4.007244
352,4.005355
353,1.140059
354,4.037161
355,4.002895
356,4.001718
357,4.011649
358,4.000920
359,4.009426
360,4.005080
361,4.006733
362,4.001406
363,1.352276
364,4.001107
365,4.001563
366,0.000000
367,4.007012
368,2.630683
369,4.000518
370,3.049767
371,3.543225
372,3.999862
373,3.999309
374,4.000113
375,4.000110
376,3.999788
377,3.999819
378,4.000725
379,0.000000
380,4.000101
381,3.269547
382,3.998392
383,1.794165
384,1.368694
385,0.000000
386,0.000000
387,3.627009
388,3.999670
389,0.000000
390,0.000000
391,0.000000
392,3.999226
393,3.988415
394,4.002884
395,1.980599
396,0.000000
397,2.558143
398,4.007433
399,4.003950
400,4.005427
401,4.002539
402,4.008800
403,3.997595
404,4.000059
405,4.001320
406,3.991079
407,4.002144
408,4.002164
409,4.001126
410,4.001591
411,3.997159
412,4.000541
413,4.007693
414,4.001625
415,4.000340
416,4.000387
417,3.994592
418,4.000237
419,4.004340
420,3.994769
421,4.037399
422,3.994879
423,4.000522
424,4.008317
425,4.001425
426,3.994910
427,3.426713
428,0.457559
429,3.999941
430,4.000061
431,2.277701
432,4.000255
433,4.001041
434,4.000919
435,4.000404
436,4.001590
437,0.950595
438,0.000000
439,4.000148
440,4.001045
441,4.000100
442,3.998971
443,2.508219
444,3.998403
445,0.000000
446,0.000000
447,3.999694
448,4.003018
449,4.001080
450,4.007846
451,4.000094
452,0.000000
453,4.013723
454,0.000000
455,0.692610
456,3.999030
457,4.001201
458,3.999699
459,3.999706
460,2.090233
461,0.000000
462,1.254142
463,0.710509
464,3.998866
465,0.000000
466,4.001210
467,3.999949
468,4.000297
469,4.006899
470,4.002224
471,4.000722
472,4.001135
473,4.001012
474,0.000000
475,4.002342
476,0.000000
477,1.675962
478,0.014282
479,3.999904
480,1.666582
481,0.552035
482,0.000000
483,0.000000
484,0.258242
485,1.229586
486,4.000120
487,0.000000
488,0.000000
489,1.480226
490,0.000000
491,1.922199
492,0.000000
493,0.000000
494,2.567060
495,4.000562
496,0.112784
497,4.009708
498,0.000000
499,2.273759
500,0.000000
501,0.000000
502,0.128174
503,3.995213
504,0.000000
505,0.000000
506,1.977530
507,4.000505
508,0.000000
509,3.999858
510,0.000000
511,4.000532
512,2.580111
513,0.000000
514,4.026218
515,0.739497
516,4.001940
517,3.452686
518,0.000000
519,0.000000
520,4.000889
521,2.324005
522,0.000000
523,3.993515
524,2.323343
525,1.476696
526,0.000000
527,4.001170
528,3.999983
529,4.002791
530,4.003897
531,4.003911
532,4.002935
533,1.421944
534,4.009942
535,4.007080
536,3.996810
537,0.000000
538,0.000000
539,3.742301
540,3.998307
541,3.592816
542,2.333962
543,4.001105
544,3.999672
545,4.000283
546,0.000000
547,4.000538
548,3.999835
549,4.001499
550,4.000044
551,4.000771
552,4.000183
553,3.999997
554,1.065266
555,4.003822
556,4.003738
557,4.000884
558,0.000000
559,0.000000
560,0.000000
561,3.995419
562,3.992249
563,4.000731
564,4.001939
565,2.520288
566,4.000103
567,4.007004
568,4.006392
569,4.002412
570,4.003657
571,3.999756
572,4.002055
573,4.003145
574,0.000000
575,3.998051
576,4.012994
577,2.648634
578,4.030139
579,1.609695
580,4.014187
581,4.006299
582,3.516791
583,4.010382
584,0.000000
585,0.000000
586,0.000000
587,3.700977
588,2.147837
589,3.981774
590,3.984681
591,4.010643
592,3.971378
593,4.007761
594,4.594440
595,0.245388
596,4.022830
597,4.005727
598,3.999914
599,4.000004
600,0.408638
601,3.985718
602,4.000507
603,4.000673
604,2.078707
605,3.999680
606,0.000000
607,4.000281
608,4.000072
609,1.433672
610,0.000000
611,4.000854
612,1.731852
613,3.999741
614,0.000000
615,4.022640
616,4.001512
617,3.887125
618,2.023765
619,0.000000
620,4.001363
621,4.002571
622,4.001394
623,4.001246
624,4.008480
625,4.003040
626,4.000262
627,4.001579
628,4.008418
629,0.000000
630,4.002148
631,4.608869
632,3.999434
633,0.000000
634,0.000000
635,0.000000
636,3.274656
637,2.524718
638,0.000000
639,4.000023
640,4.000021
641,0.000000
642,4.001508
643,4.000690
644,1.677615
645,4.001080
646,4.003817
647,4.001665
648,4.001960
649,0.000000
650,0.000000
651,4.008439
652,0.000000
653,4.000157
654,3.997792
655,0.000000
656,2.770832
657,0.000000
658,0.000000
659,3.995936
660,0.000000
661,4.002532
662,4.001609
663,4.015670
664,3.998870
665,2.936561
666,3.873492
667,4.003777
668,3.999002
669,4.000019
670,4.004222
671,4.000119
672,4.581045
673,3.996186
674,3.997473
675,3.993725
676,3.973390
677,4.012338
678,3.999784
679,0.000000
680,3.996318
681,4.592018
682,4.033447
683,1.380589
684,0.000000
685,4.000110
686,2.394139
687,3.996495
688,3.999872
689,0.298848
690,4.032734
691,4.634815
692,0.479793
693,4.009578
694,3.997628
695,0.000000
696,4.044161
697,4.006430
698,1.875373
699,4.002678
700,0.040472
701,3.799808
702,4.624582
703,4.601566
704,3.998089
705,3.999864
706,4.000834
707,4.005289
708,4.001478
709,0.000000
710,4.000211
711,4.005515
712,4.001124
713,4.001688
714,4.005851
715,4.005472
716,4.003301
717,4.004030
718,3.998832
719,4.010641
720,3.999169
721,4.230170
722,3.037848
723,4.240240
724,4.006142
725,4.197463
726,1.761004
727,4.036855
728,3.624757
729,4.156638
730,4.228020
731,1.877228
732,0.000000
733,4.000453
734,0.501268
735,0.000000
736,1.049102
737,0.000000
738,4.106012
739,1.536644
740,4.005895
741,4.033596
742,3.193480
743,1.871970
744,0.000000
745,0.000000
746,0.000000
747,2.370954
748,4.297884
749,0.000000
750,0.000000
751,4.015518
752,4.219282
753,4.010611
754,4.241235
755,4.011879
756,4.373603
757,4.048215
758,4.247751
759,4.189238
760,4.019432
761,0.000000
762,4.028795
763,0.000000
764,4.223678
765,4.006015
766,4.012112
767,0.000000
768,2.676935
769,4.292958
770,4.400118
771,0.000000
772,2.995374
773,4.225981
774,4.006221
775,0.000000
776,0.000000
777,4.239601
778,4.000930
779,4.373047
780,0.000000
781,0.000000
782,4.194455
783,4.069132
784,4.243423
785,4.324514
786,0.000000
787,4.022137
788,4.225340
789,3.310942
790,4.145549
791,4.300147
792,4.406429
793,4.253675
794,0.000000
795,1.840080
796,4.273277
797,4.329191
798,3.931689
799,4.270073
800,0.000000
801,0.000000
802,4.394835
803,4.242216
804,4.329782
805,1.825855
806,3.065921
807,4.030550
808,3.864017
809,4.382324
810,4.337393
811,4.414423
812,4.256147
813,0.000000
814,4.003794
815,0.000000
816,4.211781
817,4.272643
818,4.355291
819,4.189214
820,4.017753
821,4.271415
822,4.359485
823,0.852245
824,4.328326
825,4.220946
826,0.000000
827,0.000000
828,0.008974
829,0.000000
830,4.299824
831,4.005486
832,4.378919
833,0.000000
834,0.000000
835,0.000000
836,0.000000
837,0.000000
838,4.253485
839,4.374794
840,0.000000
841,4.348379
842,4.295598
843,4.000292
844,4.277654
845,4.334833
846,4.213514
847,3.736235
848,4.357403
849,4.277793
850,2.223201
851,1.193908
852,4.231573
853,4.343137
854,4.209357
855,2.458402
856,4.037573
857,4.301216
858,4.384122
859,4.008581
860,4.374007
861,4.240176
862,0.000000
863,4.024455
864,4.230877
865,4.380396
866,4.349010
867,0.000000
868,2.210765
869,4.395328
870,4.261843
871,4.001119
872,0.000000
873,0.000000
874,4.266601
875,0.967150
876,4.327991
877,4.180429
878,0.927184
879,0.102578
880,0.381015
881,0.000000
882,0.000000
883,0.000000
884,4.272256
885,4.362696
886,1.799231
887,0.000000
888,2.265052
889,4.214275
890,0.000000
891,1.404265
892,4.388268
893,4.348004
894,0.000000
895,0.000000
896,4.256075
897,4.006883
898,0.000000
899,0.000000
900,4.346776
901,4.133757
902,0.000000
903,0.000000
904,4.367352
905,2.190311
906,0.000000
907,4.318668
908,4.219841
909,0.000000
910,0.000000
911,4.346189
912,0.000000
913,0.398724
914,4.000601
915,0.000000
916,4.216027
917,0.000000
918,0.446373
919,0.000000
920,2.402924
921,4.225334
922,0.000000
923,3.272168
924,1.483858
925,0.575866
926,4.000166
927,3.999911
928,0.000000
929,4.001461
930,3.999950
931,0.007720
932,3.969456
933,4.017789
934,2.534210
935,4.007689
936,3.999297
937,4.000515
938,3.999992
939,0.000000
940,4.000684
941,4.000459
942,0.000000
943,3.947209
944,3.886047
945,4.013776
946,4.003143
947,4.005557
948,4.002724
949,0.000000
950,3.991303
951,3.999701
952,4.012967
953,3.998995
954,4.018842
955,3.996985
956,3.999769
957,0.709343
958,4.008830
959,3.999995
960,3.990916
961,4.023303
962,4.004516
963,0.000000
964,0.000000
965,2.468904
966,4.008876
967,0.000000
968,4.000153
969,0.000000
970,3.993825
971,0.000000
972,4.027961
973,4.000381
974,3.031077
975,4.002715
976,0.000000
977,1.624542
978,0.338617
979,0.000000
980,0.000000
981,3.999263
982,4.027178
983,0.000000
984,4.008343
985,4.000488
986,0.000000
987,3.999544
988,4.003511
989,4.003198
990,2.516320
991,3.996276
992,4.001739
993,4.003113
994,0.000000
995,0.000000
996,4.004194
997,4.006633
998,3.990173
999,0.000000
1000,4.011791
1001,4.001502
1002,3.982856
1003,4.012314
1004,0.000000
1005,4.001646
1006,3.998920
1007,4.000561
1008,0.000000
1009,4.015473
1010,4.006725
1011,4.005764
1012,0.000000
1013,4.009815
1014,4.001684
1015,4.003298
1016,3.999127
1017,4.008116
1018,4.017732
1019,4.008303
1020,0.000000
1021,4.021939
1022,4.006347
1023,4.004043
1024,0.000000
1025,0.000000
1026,0.116941
1027,4.009508
1028,4.025548
1029,3.997579
1030,0.000000
1031,0.000000
1032,0.000000
1033,4.001051
1034,4.040104
1035,4.002454
1036,0.000000
1037,4.012654
1038,4.038237
1039,0.000000
1040,4.002356
1041,3.999430
1042,0.000000
1043,4.000715
1044,4.000359
1045,3.997224
1046,0.000000
1047,4.003160
1048,4.000104
1049,4.007179
1050,0.000000
1051,0.000000
1052,3.999092
1053,3.999893
1054,4.017070
1055,3.996161
1056,0.000000
1057,0.000000
1058,4.003762
1059,3.424320
1060,0.000000
1061,4.009816
1062,3.996524
1063,4.001426
1064,2.385311
1065,4.001587
1066,4.003167
1067,4.015891
1068,4.003159
1069,4.006128
1070,4.001659
1071,0.000000
